id,query,country,position,title,seller,price,old_price,link,legit,good_deal,notes
in_maybelline-foundation_7,Maybelline foundation,in,7,"Maybelline Medium Coverage Light Beige Foundation, SPF 22, Matte Finish, Ideal for Oily Skin | dior foundation liquid highlighter nykaa foundation",Purplle.com - Purplle Shopping,₹376,,"https://www.google.com/search?ibp=oshop&q=Maybelline foundation&prds=productid:17534031294189957840,headlineOfferDocid:17534031294189957840,imageDocid:12489452526356448415,rds:PC_6870175893233233427|PROD_PC_6870175893233233427,pvt:hg&hl=en&gl=in&udm=28",1,0,Purplle; usual online price
in_maybelline-foundation_8,Maybelline foundation,in,8,Maybelline Matte Foundation: Perfect for Normal to Oily Skin - Shop Now for a Flawless Look! | blurring foundation glowy foundation comparison spf set,Purplle.com - Purplle Shop,₹181,,"https://www.google.com/search?ibp=oshop&q=Maybelline foundation&prds=productid:1629284895050829362,headlineOfferDocid:1629284895050829362,imageDocid:16456893733394483677,rds:PC_6730783992692728362|PROD_PC_6730783992692728362,pvt:hg&hl=en&gl=in&udm=28",1,0,Purplle; usual online price
in_maybelline-foundation_9,Maybelline foundation,in,9,"Maybelline Liquid Foundation: Perfect for Normal to Oily Skin, Dermatologically Tested! | buildable foundation makeup shade -230 long wear spf 20 spf",Purplle.com - Purplle Shop,₹181,,"https://www.google.com/search?ibp=oshop&q=Maybelline foundation&prds=productid:7543354909691280285,headlineOfferDocid:7543354909691280285,imageDocid:5748029128529820530,rds:PC_6870175893233233427|PROD_PC_6870175893233233427,pvt:hg&hl=en&gl=in&udm=28",1,0,Purplle; usual online price
in_rolex-submariner-watch_0,Rolex Submariner watch,in,0,Rolex Submariner Date 41 Yellow Gold Blue Dial 41mm,TATA CLiQ LUXURY,"₹42,00,000",,"https://www.google.com/search?ibp=oshop&q=Rolex Submariner watch&prds=catalogid:2575707411566702165,productid:16965239913432991211,headlineOfferDocid:3817018410652224676,imageDocid:2754572667657246656,gpcid:9070626799114505276,pvt:a&hl=en&gl=in&udm=28",1,0,Tata CLiQ Luxury; ≈ retail
in_rolex-submariner-watch_1,Rolex Submariner watch,in,1,Rolex Submariner,Kamal Watch Company,"₹9,34,000",,"https://www.google.com/search?ibp=oshop&q=Rolex Submariner watch&prds=catalogid:4729179747666282247,productid:9709554217835572447,headlineOfferDocid:12197980127414513124,imageDocid:6310297356653330877,gpcid:9495546491217472851,mid:576462563296256849,pvt:a&hl=en&gl=in&udm=28",1,0,Kamal Watch Co (established Delhi retailer); ≈ retail
in_rolex-submariner-watch_2,Rolex Submariner watch,in,2,Rolex Oyster Perpetual Submariner 41mm 126610ln,SANDS,"₹17,36,477.92",,"https://www.google.com/search?ibp=oshop&q=Rolex Submariner watch&prds=catalogid:17891578517847459477,productid:5340827788225634001,headlineOfferDocid:8411123016841638470,imageDocid:5534453363630697934,gpcid:12046947773400060326,mid:576462896395585932,pvt:a&hl=en&gl=in&udm=28",,,SANDS: couldn't identify the seller
in_rolex-submariner-watch_3,Rolex Submariner watch,in,3,"Rolex ""Hulk"" Submariner Date Green Ceramic Bezel Green Dial Stainless Steel 40mm",farfetch.com,"₹37,72,434.13",,"https://www.google.com/search?ibp=oshop&q=Rolex Submariner watch&prds=catalogid:2193545774102380317,productid:12116334979950211333,headlineOfferDocid:17842667135893207086,imageDocid:10413564288225077364,gpcid:10116510275745744144,mid:576462562941154209,pvt:a&hl=en&gl=in&udm=28",1,0,Farfetch; pre-owned Hulk well above market
in_rolex-submariner-watch_4,Rolex Submariner watch,in,4,Rolex Oyster Perpetual Submariner 41mm 126619lb,Pride & Pinion,"₹37,50,100",,"https://www.google.com/search?ibp=oshop&q=Rolex Submariner watch&prds=catalogid:16686855505854117542,productid:5430387781301147737,headlineOfferDocid:14951525162143390899,imageDocid:536629365976701274,rds:PC_154537837079140638|PROD_PC_154537837079140638,gpcid:154537837079140638,mid:576462892688549540,pvt:a&hl=en&gl=in&udm=28",1,0,Pride & Pinion (Indian luxury retailer); ≈ retail
in_rolex-submariner-watch_5,Rolex Submariner watch,in,5,MINDS Rolex Submariner in Black - Black. Size all.,FWRD India,"₹24,81,342.25",,"https://www.google.com/search?ibp=oshop&q=Rolex Submariner watch&prds=productid:10306486055461672425,headlineOfferDocid:10306486055461672425,imageDocid:10385284769807930479,pvt:a&hl=en&gl=in&udm=28",1,0,"FWRD; aftermarket-customised watch, far above standard model"
in_rolex-submariner-watch_6,Rolex Submariner watch,in,6,Rolex Oyster Perpetual Submariner 41mm 126613l,Kamal Watch Company,"₹18,91,000",,"https://www.google.com/search?ibp=oshop&q=Rolex Submariner watch&prds=catalogid:10280877503876375424,productid:15297574470972005260,headlineOfferDocid:12671614889591211086,imageDocid:11186399223695054035,gpcid:12488155781912351078,mid:576462898024958522,pvt:a&hl=en&gl=in&udm=28",1,0,Kamal Watch Co; ≈ retail
in_rolex-submariner-watch_7,Rolex Submariner watch,in,7,Classy Rolex Submariner Watch For Men,blinkartz,"₹1,849",,"https://www.google.com/search?ibp=oshop&q=Rolex Submariner watch&prds=productid:5491441838731148339,headlineOfferDocid:5491441838731148339,imageDocid:681776106160497353,pvt:a&hl=en&gl=in&udm=28",0,,"blinkartz: fashion shop selling a 'Rolex Submariner' for ₹1,849 — not a genuine Rolex"
in_rolex-submariner-watch_8,Rolex Submariner watch,in,8,Rolex Oyster Perpetual Submariner 41mm 126618ln,Second Movement,"₹45,45,000",,"https://www.google.com/search?ibp=oshop&q=Rolex Submariner watch&prds=catalogid:6590497814160428928,productid:14074344061068107155,headlineOfferDocid:2676350623994551685,imageDocid:3396484203214175918,gpcid:2538250668103251308,mid:576462898011056544,pvt:a&hl=en&gl=in&udm=28",1,0,Second Movement (Ethos pre-owned); above new retail
in_rolex-submariner-watch_9,Rolex Submariner watch,in,9,MAD Paris customised Rolex Submariner 40mm men,farfetch.com,"₹90,59,960.20",,"https://www.google.com/search?ibp=oshop&q=Rolex Submariner watch&prds=catalogid:4639269326350562599,productid:8371152360619100004,headlineOfferDocid:13112461225330290576,imageDocid:9092637898223510616,gpcid:16530566735565143260,mid:576462897996123862,pvt:a&hl=en&gl=in&udm=28",1,0,"Farfetch; customised, far above standard"
in_ray-ban-aviator-sunglasses_0,Ray-Ban Aviator sunglasses,in,0,Ray-Ban Aviator Sunglasses,Ray-Ban,"₹8,690",,"https://www.google.com/search?ibp=oshop&q=Ray-Ban Aviator sunglasses&prds=catalogid:2783926662972776662,productid:13143272260962230810,headlineOfferDocid:403634977660576369,imageDocid:11897014682550068658,rds:PC_1613144510991051482|PROD_PC_1613144510991051482,gpcid:1613144510991051482,mid:576462892652988542,pvt:a&hl=en&gl=in&udm=28",1,0,Ray-Ban official; retail
in_ray-ban-aviator-sunglasses_1,Ray-Ban Aviator sunglasses,in,1,Aviator Classic,Ray-Ban,"₹10,990",,"https://www.google.com/search?ibp=oshop&q=Ray-Ban Aviator sunglasses&prds=productid:4511295655409931953,headlineOfferDocid:4511295655409931953,imageDocid:13403316293259744578,rds:PC_16097396275571774200|PROD_PC_16097396275571774200,pvt:a&hl=en&gl=in&udm=28",1,0,Ray-Ban official; retail
in_ray-ban-aviator-sunglasses_2,Ray-Ban Aviator sunglasses,in,2,Men Ray-Ban RB3025 Aviator Large Metal 9196G4,india.ray-ban.com,"₹8,690",,"https://www.google.com/search?ibp=oshop&q=Ray-Ban Aviator sunglasses&prds=catalogid:4478192262546892509,productid:8638148050780409423,headlineOfferDocid:1787118472119359712,imageDocid:5271389364760060903,rds:PC_16781124569320532558|PROD_PC_16781124569320532558,gpcid:16781124569320532558,pvt:a&hl=en&gl=in&udm=28",1,0,Ray-Ban India official; retail
in_ray-ban-aviator-sunglasses_3,Ray-Ban Aviator sunglasses,in,3,RayBan RB3025 0025 Black,Amazon.in,"₹6,279",,"https://www.google.com/search?ibp=oshop&q=Ray-Ban Aviator sunglasses&prds=catalogid:10689864778677697155,productid:4168886782801329624,headlineOfferDocid:441851629192774633,imageDocid:10800125684490313861,gpcid:7585218662378465526,mid:576462898004478626,pvt:a&hl=en&gl=in&udm=28",1,1,"Amazon.in; ₹6,279 below ₹8,690 retail"
in_ray-ban-aviator-sunglasses_4,Ray-Ban Aviator sunglasses,in,4,Men's Ray-Ban Ray Ban Aviator Classic Sunglasses,Ray-Ban,"₹18,290",,"https://www.google.com/search?ibp=oshop&q=Ray-Ban Aviator sunglasses&prds=catalogid:11189082883745166379,productid:6976433195155175685,headlineOfferDocid:12657619424558854512,imageDocid:11527505837234479295,gpcid:12418323809247608279,mid:576462896376522497,pvt:a&hl=en&gl=in&udm=28",1,0,Ray-Ban official; premium variant at retail
in_ray-ban-aviator-sunglasses_5,Ray-Ban Aviator sunglasses,in,5,Ray-Ban Aviator RB3025,Myntra,"₹13,491","10% off₹14,990","https://www.google.com/search?ibp=oshop&q=Ray-Ban Aviator sunglasses&prds=catalogid:3885124533153927393,productid:13774050383825577302,headlineOfferDocid:3061856504250134161,imageDocid:2926119827772106800,rds:PC_17520563547427058797|PROD_PC_17520563547427058797,gpcid:7316257459172716040,mid:576462235336127813,pvt:a&hl=en&gl=in&udm=28",1,0,"Myntra; 10% off a premium variant, ≈ retail"
in_ray-ban-aviator-sunglasses_6,Ray-Ban Aviator sunglasses,in,6,Ray-ban Aviator Sunglasses,Flipkart,"₹8,181","10% off₹9,090","https://www.google.com/search?ibp=oshop&q=Ray-Ban Aviator sunglasses&prds=catalogid:751702513055225183,productid:13141564360538617076,headlineOfferDocid:10093499460074529224,imageDocid:3522364328720012777,rds:PC_7454239936273153725|PROD_PC_7454239936273153725,gpcid:7454239936273153725,pvt:a&hl=en&gl=in&udm=28",1,1,"Flipkart; ₹8,181, a little below retail"
in_ray-ban-aviator-sunglasses_7,Ray-Ban Aviator sunglasses,in,7,Ray-Ban Meta RW4014 Skyler,Ray-Ban,"₹45,700",,"https://www.google.com/search?ibp=oshop&q=Ray-Ban Aviator sunglasses&prds=catalogid:9235242142342058051,productid:2398701270878792235,headlineOfferDocid:10696847151667929924,imageDocid:2395282914563256062,rds:PC_17487286503574263977|PROD_PC_17487286503574263977,gpcid:17487286503574263977,mid:576462562431527497,pvt:a&hl=en&gl=in&udm=28",1,0,Ray-Ban official; Meta glasses at retail
in_ray-ban-aviator-sunglasses_8,Ray-Ban Aviator sunglasses,in,8,Ray-Ban Men RAYBAN RB3129I OUTDOORSMAN W1504 58 Sunglasses,Amazon.in,"₹4,942",,"https://www.google.com/search?ibp=oshop&q=Ray-Ban Aviator sunglasses&prds=catalogid:4143517856814677448,productid:520850754737397617,headlineOfferDocid:1702934724439623343,imageDocid:9764429334475741164,gpcid:681488723198236739,pvt:a&hl=en&gl=in&udm=28",1,,Amazon.in; unsure of this model's retail
in_ray-ban-aviator-sunglasses_9,Ray-Ban Aviator sunglasses,in,9,Ray-Ban Men Aviator Sunglasses,Myntra,"₹5,542","25% off₹7,390","https://www.google.com/search?ibp=oshop&q=Ray-Ban Aviator sunglasses&prds=catalogid:12384210594840918216,productid:4110431840971610312,headlineOfferDocid:1093416843542957570,imageDocid:98538139267201049,gpcid:18054535756081713448,mid:576462563318453623,pvt:a&hl=en&gl=in&udm=28",1,1,Myntra; 25% off
